PolicyID,CustomerID,RiskScore,RiskCategory,AnnualPremium,ClaimAmount,ClaimsCount,PolicyYear
POL028823,CUST04924,35.5,Medium,1716.21,0.0,0,2025
POL028824,CUST04854,15.4,Low,1286.56,0.0,0,2025
POL028825,CUST03243,27.6,Medium,1559.17,7722.81,1,2025
POL028826,CUST03876,20.7,Low,1566.45,0.0,0,2025
POL028827,CUST04409,34.7,Medium,1681.63,0.0,0,2025
POL028828,CUST01527,10.1,Low,1331.75,0.0,0,2025
POL028829,CUST04718,44.9,Medium,1687.28,11693.53,3,2025
POL028830,CUST04971,,Medium,2121.47,1682.59,1,2025
POL028831,CUST00810,44.2,Medium,1752.32,5588.71,1,2025
POL028832,CUST03290,34.2,Medium,1662.61,0.0,0,2025
POL028833,CUST00084,22.4,Low,1297.83,1022.14,1,2025
POL028834,CUST01489,26.7,Medium,1376.32,0.0,0,2025
POL028835,CUST02528,23.3,Low,1804.03,0.0,0,2025
POL028836,CUST02057,26.6,Medium,1206.92,0.0,0,2025
POL028837,CUST04860,26.8,Medium,1574.82,2596.36,2,2025
POL028838,CUST04703,,Low,1261.3,12521.71,1,2025
POL028839,CUST02048,16.5,Low,1372.11,12051.28,1,2025
POL028840,CUST01786,9.4,Low,1090.5,0.0,0,2025
POL028841,CUST02479,43.7,Medium,2034.05,0.0,0,2025
POL028842,CUST02986,34.7,Medium,1905.97,0.0,0,2025
POL028843,CUST00259,53.7,High,1788.52,0.0,0,2025
POL028844,CUST01732,35.2,Medium,1762.06,0.0,0,2025
POL028845,CUST04397,9.6,Low,1507.97,0.0,0,2025
POL028846,CUST03818,7.0,Low,1230.19,0.0,0,2025
POL028847,CUST04133,7.0,Low,1146.57,0.0,0,2025
POL028848,CUST03516,0.0,Low,1050.85,0.0,0,2025
POL028849,CUST04042,39.5,Medium,1904.2,0.0,0,2025
POL028850,CUST04207,9.8,Low,1256.59,0.0,0,2025
POL028851,CUST02911,15.6,Low,1235.7,579.36,1,2025
POL028852,CUST00130,29.1,Medium,1756.52,619.39,2,2025
POL028853,CUST03839,18.6,Low,1316.14,1357.53,1,2025
POL028854,CUST02649,27.9,Medium,1250.44,0.0,0,2025
POL028855,CUST04575,24.4,Low,,200.0,1,2025
POL028856,CUST01820,18.2,Low,1534.04,2573.71,2,2025
POL028857,CUST00768,21.2,Low,1748.12,0.0,0,2025
POL028858,CUST02085,27.6,Medium,,0.0,0,2025
POL028859,CUST02229,,Low,1205.21,0.0,0,2025
POL028860,CUST03775,20.7,Low,1372.79,6745.16,1,2025
POL028861,CUST00553,40.2,Medium,1623.94,11378.2,1,2025
POL028862,CUST02196,0.0,Low,1238.89,295.24,1,2025
POL028863,CUST02232,25.8,Medium,1557.68,14835.28,1,2025
POL028864,CUST04298,29.4,Medium,1770.8,617.66,2,2025
POL028865,CUST04249,19.7,Low,1337.03,0.0,0,2025
POL028866,CUST00641,24.7,Low,,0.0,0,2025
POL028867,CUST00241,12.8,Low,1067.0,11568.87,1,2025
POL028868,CUST02360,22.7,Low,1648.92,0.0,0,2025
POL028869,CUST04736,20.5,Low,1343.45,0.0,0,2025
POL028870,CUST04367,33.7,Medium,1649.17,0.0,0,2025
POL028871,CUST02808,16.5,Low,1339.9,0.0,0,2025
POL028872,CUST03024,27.4,Medium,1677.16,0.0,0,2025
POL028873,CUST00587,28.0,Medium,1630.8,0.0,0,2025
POL028874,CUST04289,49.8,Medium,1892.67,0.0,0,2025
POL028875,CUST04179,16.2,Low,899.67,0.0,0,2025
POL028876,CUST03912,31.1,Medium,1246.98,5061.11,1,2025
POL028877,CUST02516,48.2,Medium,1754.61,6032.69,1,2025
POL028878,CUST01737,33.7,Medium,1950.55,0.0,0,2025
POL028879,CUST04871,30.3,Medium,1576.58,0.0,0,2025
POL028880,CUST02874,21.5,Low,1599.36,0.0,0,2025
POL028881,CUST01932,20.7,Low,1134.64,0.0,0,2025
POL028882,CUST04408,2.0,Low,1269.92,0.0,0,2025
POL028883,CUST00535,30.1,Medium,1403.1,0.0,0,2025
POL028884,CUST03305,5.5,Low,1137.56,0.0,0,2025
POL028885,CUST02240,43.6,Medium,1633.83,0.0,0,2025
POL028886,CUST01114,18.9,Low,1313.7,0.0,0,2025
POL028887,CUST01216,29.0,Medium,1466.83,0.0,0,2025
POL028888,CUST04264,46.1,Medium,1969.41,0.0,0,2025
POL028889,CUST01226,40.9,Medium,1950.95,0.0,0,2025
POL028890,CUST00606,65.3,High,1799.79,0.0,0,2025
POL028891,CUST03435,36.5,Medium,1519.36,2072.94,2,2025
POL028892,CUST01408,23.8,Low,1595.49,1591.97,2,2025
POL028893,CUST03306,10.2,Low,1191.96,618.34,1,2025
POL028894,CUST03617,6.5,Low,1188.96,0.0,0,2025
POL028895,CUST00947,0.0,Low,1139.47,0.0,0,2025
POL028896,CUST02916,11.7,Low,1322.21,0.0,0,2025
POL028897,CUST02155,22.0,Low,1583.4,0.0,0,2025
POL028898,CUST02784,30.3,Medium,,0.0,0,2025
POL028899,CUST02706,79.9,Very High,2730.7,0.0,0,2025
POL028900,CUST02361,25.3,Medium,1335.18,0.0,0,2025
POL028901,CUST02579,5.0,Low,1335.09,0.0,0,2025
POL028902,CUST03276,15.5,Low,1308.39,0.0,0,2025
POL028903,CUST00290,45.5,Medium,1609.01,0.0,0,2025
POL028904,CUST04996,30.3,Medium,1550.22,418.04,3,2025
POL028905,CUST02072,10.0,Low,,0.0,0,2025
POL028906,CUST02641,5.3,Low,807.44,0.0,0,2025
POL028907,CUST02535,15.7,Low,1530.99,0.0,0,2025
POL028908,CUST04376,13.7,Low,1450.15,0.0,0,2025
POL028909,CUST00528,51.5,High,2109.94,11676.64,1,2025
POL028910,CUST02131,12.4,Low,1373.16,0.0,0,2025
POL028911,CUST04430,48.7,Medium,1881.9,0.0,0,2025
POL028912,CUST00748,,Low,1217.14,2176.71,1,2025
POL028913,CUST01119,34.5,Medium,1632.16,0.0,0,2025
POL028914,CUST00926,30.0,Medium,1720.71,3178.53,2,2025
POL028915,CUST01096,30.8,Medium,1784.32,0.0,0,2025
POL028916,CUST02646,52.9,High,2331.26,0.0,0,2025
POL028917,CUST03483,24.4,Low,1328.62,0.0,0,2025
POL028918,CUST02526,37.6,Medium,1617.98,0.0,0,2025
POL028919,CUST01634,4.3,Low,1177.58,0.0,0,2025
POL028920,CUST02242,32.5,Medium,1267.07,0.0,0,2025
POL028921,CUST00589,15.8,Low,1113.7,1403.12,1,2025
POL028922,CUST02688,25.7,Medium,1896.39,0.0,0,2025
POL028923,CUST01226,37.0,Medium,1742.45,0.0,0,2025
POL028924,CUST02657,24.6,Low,1398.01,0.0,0,2025
POL028925,CUST03444,12.2,Low,1172.92,0.0,0,2025
POL028926,CUST00475,28.9,Medium,1650.45,0.0,0,2025
POL028927,CUST04240,0.0,Low,1124.99,0.0,0,2025
POL028928,CUST03037,2.0,Low,1025.92,0.0,0,2025
POL028929,CUST00547,17.4,Low,1532.94,0.0,0,2025
POL028930,CUST00942,38.7,Medium,1662.64,0.0,0,2025
POL028931,CUST00208,9.1,Low,1397.06,0.0,0,2025
POL028932,CUST03611,23.1,Low,1608.64,17576.49,2,2025
POL028933,CUST02314,42.6,Medium,2058.44,0.0,0,2025
POL028934,CUST02986,22.5,Low,1320.75,0.0,0,2025
POL028935,CUST01957,0.4,Low,1189.32,0.0,0,2025
POL028936,CUST01007,3.1,Low,787.62,12868.13,1,2025
POL028937,CUST04053,12.5,Low,1164.01,5635.79,2,2025
POL028938,CUST00228,1.2,Low,990.02,0.0,0,2025
POL028939,CUST04935,21.2,Low,1300.28,0.0,0,2025
POL028940,CUST02594,28.2,Medium,1679.02,0.0,0,2025
POL028941,CUST00607,28.5,Medium,,2828.43,1,2025
POL028942,CUST00554,12.8,Low,1045.29,1331.76,1,2025
POL028943,CUST00260,,Medium,1557.22,0.0,0,2025
POL028944,CUST01936,0.9,Low,,2793.61,1,2025
POL028945,CUST02280,7.1,Low,1335.42,0.0,0,2025
POL028946,CUST01312,25.6,Medium,1632.97,4637.11,1,2025
POL028947,CUST00707,11.1,Low,1267.14,915.91,3,2025
POL028948,CUST00432,18.1,Low,1641.3,2029.17,1,2025
POL028949,CUST01664,10.3,Low,1323.06,10380.26,2,2025
POL028950,CUST01211,10.3,Low,1186.19,0.0,0,2025
POL028951,CUST02290,23.6,Low,,0.0,0,2025
POL028952,CUST02395,10.2,Low,1458.18,0.0,0,2025
POL028953,CUST01400,7.7,Low,1059.78,0.0,0,2025
POL028954,CUST01843,15.1,Low,1649.8,0.0,0,2025
POL028955,CUST04265,25.6,Medium,1577.42,0.0,0,2025
POL028956,CUST04109,42.7,Medium,1720.25,1893.35,1,2025
POL028957,CUST02477,24.9,Low,1496.14,0.0,0,2025
POL028958,CUST02112,23.9,Low,1497.0,9085.07,3,2025
POL028959,CUST03493,25.2,Medium,1438.37,0.0,0,2025
POL028960,CUST03063,22.9,Low,1713.55,0.0,0,2025
POL028961,CUST02607,49.5,Medium,2027.78,0.0,0,2025
POL028962,CUST03239,47.6,Medium,2106.64,0.0,0,2025
POL028963,CUST01736,23.5,Low,1596.37,0.0,0,2025
POL028964,CUST00346,45.3,Medium,1806.2,0.0,0,2025
POL028965,CUST02946,39.3,Medium,1847.06,0.0,0,2025
POL028966,CUST02560,0.8,Low,844.47,0.0,0,2025
POL028967,CUST04235,29.8,Medium,1539.2,0.0,0,2025
POL028968,CUST01650,31.5,Medium,1744.36,0.0,0,2025
POL028969,CUST03869,7.9,Low,1467.37,0.0,0,2025
POL028970,CUST00821,0.4,Low,909.3,0.0,0,2025
POL028971,CUST02007,65.3,High,1957.05,0.0,0,2025
POL028972,CUST02048,,Low,1324.3,0.0,0,2025
POL028973,CUST03662,38.4,Medium,2097.36,0.0,0,2025
POL028974,CUST00551,11.1,Low,1717.4,1184.97,3,2025
POL028975,CUST03756,10.0,Low,1176.29,0.0,0,2025
POL028976,CUST04929,23.4,Low,1232.93,3225.75,2,2025
POL028977,CUST03064,4.1,Low,730.75,1812.6,3,2025
POL028978,CUST03724,32.4,Medium,1723.27,0.0,0,2025
POL028979,CUST02278,9.3,Low,1343.14,0.0,0,2025
POL028980,CUST04021,52.5,High,1832.57,0.0,0,2025
POL028981,CUST02128,34.6,Medium,1613.3,0.0,0,2025
POL028982,CUST03620,24.4,Low,1250.46,0.0,0,2025
POL028983,CUST02051,8.0,Low,1227.8,200.0,1,2025
POL028984,CUST02996,14.5,Low,1139.09,3234.1,3,2025
POL028985,CUST03141,9.1,Low,1611.29,0.0,0,2025
POL028986,CUST04896,6.1,Low,1165.13,0.0,0,2025
POL028987,CUST04881,3.3,Low,1008.87,9664.19,2,2025
POL028988,CUST04321,5.6,Low,877.84,0.0,0,2025
POL028989,CUST01427,21.3,Low,1372.0,0.0,0,2025
POL028990,CUST02487,36.9,Medium,2000.02,0.0,0,2025
POL028991,CUST01002,8.3,Low,1088.06,0.0,0,2025
POL028992,CUST01080,42.0,Medium,1581.15,0.0,0,2025
POL028993,CUST02352,33.9,Medium,1913.43,0.0,0,2025
POL028994,CUST00528,50.5,High,2360.39,4208.58,1,2025
POL028995,CUST04120,58.5,High,2348.86,0.0,0,2025
POL028996,CUST03355,19.5,Low,1329.8,0.0,0,2025
POL028997,CUST03365,24.3,Low,,0.0,0,2025
POL028998,CUST02891,7.0,Low,1263.28,868.35,1,2025
POL028999,CUST02489,14.0,Low,1267.09,0.0,0,2025
POL029000,CUST03445,24.7,Low,1485.5,0.0,0,2025
POL029001,CUST03782,40.2,Medium,1728.15,0.0,0,2025
POL029002,CUST04007,28.6,Medium,,0.0,0,2025
POL029003,CUST02755,26.3,Medium,1571.42,0.0,0,2025
POL029004,CUST01378,6.9,Low,1214.43,0.0,0,2025
POL029005,CUST04600,19.1,Low,1338.6,0.0,0,2025
POL029006,CUST02532,2.9,Low,,0.0,0,2025
POL029007,CUST02104,23.0,Low,1253.76,0.0,0,2025
POL029008,CUST00417,55.3,High,2086.35,5662.63,2,2025
POL029009,CUST00545,33.3,Medium,1570.37,1125.43,1,2025
POL029010,CUST00005,52.8,High,1777.18,0.0,0,2025
POL029011,CUST02053,68.4,High,2292.27,1335.06,2,2025
POL029012,CUST02163,3.2,Low,1240.0,0.0,0,2025
POL029013,CUST04099,2.2,Low,1673.22,0.0,0,2025
POL029014,CUST04252,25.5,Medium,,0.0,0,2025
POL029015,CUST03742,12.6,Low,1135.71,371.97,1,2025
POL029016,CUST01589,44.2,Medium,1878.84,0.0,0,2025
POL029017,CUST00072,16.1,Low,1434.74,0.0,0,2025
POL029018,CUST03744,25.9,Medium,1587.87,0.0,0,2025
POL029019,CUST02615,15.5,Low,1276.43,0.0,0,2025
POL029020,CUST01551,16.5,Low,1562.87,0.0,0,2025
POL029021,CUST04032,4.1,Low,1013.02,0.0,0,2025
POL029022,CUST03365,25.0,Medium,1789.86,0.0,0,2025
POL029023,CUST03737,4.2,Low,1254.86,673.41,0,2025
POL029024,CUST02513,86.4,Very High,2747.29,0.0,0,2025
POL029025,CUST00761,34.0,Medium,1565.41,7564.74,1,2025
POL029026,CUST03331,,Medium,1865.22,0.0,0,2025
POL029027,CUST04114,29.3,Medium,1739.7,0.0,0,2025
POL029028,CUST04999,8.6,Low,,0.0,0,2025
POL029029,CUST02777,29.9,Medium,1365.01,3069.54,3,2025
POL029030,CUST00046,17.3,Low,1083.34,0.0,0,2025
POL029031,CUST00975,2.2,Low,1032.67,0.0,0,2025
POL029032,CUST03786,22.3,Low,1714.12,0.0,0,2025
POL029033,CUST01946,10.5,Low,1382.74,0.0,0,2025
POL029034,CUST01941,7.4,Low,1660.32,0.0,0,2025
POL029035,CUST02620,22.3,Low,1451.16,0.0,0,2025
POL029036,CUST00010,7.1,Low,1664.8,1309.08,1,2025
POL029037,CUST02727,,Medium,2095.34,0.0,0,2025
POL029038,CUST02708,2.3,Low,1006.56,0.0,0,2025
POL029039,CUST03314,1.2,Low,,0.0,0,2025
POL029040,CUST03671,28.2,Medium,1659.09,0.0,0,2025
POL029041,CUST04823,20.9,Low,1497.47,0.0,0,2025
POL029042,CUST03688,12.7,Low,1346.24,0.0,0,2025
POL029043,CUST00516,13.4,Low,1324.56,0.0,0,2025
POL029044,CUST04322,39.4,Medium,1454.94,0.0,0,2025
POL029045,CUST01404,33.9,Medium,1639.48,0.0,0,2025
POL029046,CUST03027,61.0,High,2366.06,4122.71,2,2025
POL029047,CUST00410,32.0,Medium,1599.61,0.0,0,2025
POL029048,CUST04254,40.0,Medium,1771.49,0.0,0,2025
POL029049,CUST04626,25.0,Medium,1737.64,216.47,1,2025
POL029050,CUST01210,0.0,Low,1190.23,0.0,0,2025
POL029051,CUST01355,,Low,1735.18,0.0,0,2025
POL029052,CUST03091,26.1,Medium,1528.81,0.0,0,2025
POL029053,CUST04117,0.0,Low,799.0,0.0,0,2025
POL029054,CUST00764,34.5,Medium,1690.91,0.0,0,2025
POL029055,CUST01915,46.3,Medium,2298.86,0.0,0,2025
POL029056,CUST03857,23.6,Low,1672.25,0.0,0,2025
POL029057,CUST04844,12.5,Low,1121.8,0.0,0,2025
POL029058,CUST00551,10.1,Low,1318.99,5984.48,3,2025
POL029059,CUST04773,26.5,Medium,1741.52,1079.84,2,2025
POL029060,CUST04889,1.7,Low,1368.86,6435.71,3,2025
POL029061,CUST04872,,Medium,1753.24,0.0,0,2025
POL029062,CUST04025,35.6,Medium,1510.77,0.0,0,2025
POL029063,CUST00886,0.5,Low,1097.52,0.0,0,2025
POL029064,CUST00795,47.6,Medium,2001.67,0.0,0,2025
POL029065,CUST04255,21.8,Low,1321.86,0.0,0,2025
POL029066,CUST04680,37.3,Medium,1992.03,4283.5,1,2025
POL029067,CUST00281,8.8,Low,1166.47,200.0,1,2025
POL029068,CUST02876,12.3,Low,,0.0,0,2025
POL029069,CUST04169,14.2,Low,1038.55,0.0,0,2025
POL029070,CUST02602,11.6,Low,1294.48,0.0,0,2025
POL029071,CUST02860,6.0,Low,,0.0,0,2025
POL029072,CUST01771,3.8,Low,1128.8,0.0,0,2025
POL029073,CUST03073,24.1,Low,1262.01,3044.42,2,2025
POL029074,CUST01137,31.4,Medium,1441.95,0.0,0,2025
POL029075,CUST02870,19.7,Low,1629.74,0.0,0,2025
POL029076,CUST03440,17.8,Low,1342.06,0.0,0,2025
POL029077,CUST04334,35.1,Medium,1579.83,0.0,0,2025
POL029078,CUST01975,0.8,Low,1009.21,0.0,0,2025
POL029079,CUST03854,33.6,Medium,1932.29,0.0,0,2025
POL029080,CUST04650,40.5,Medium,1491.15,0.0,0,2025
POL029081,CUST04334,29.4,Medium,1526.26,1718.1,1,2025
POL029082,CUST03994,0.0,Low,1280.64,0.0,0,2025
POL029083,CUST02861,43.5,Medium,1749.76,0.0,0,2025
POL029084,CUST02852,27.2,Medium,1698.49,0.0,0,2025
POL029085,CUST03503,23.6,Low,1798.08,0.0,0,2025
POL029086,CUST03258,10.6,Low,1378.82,0.0,0,2025
POL029087,CUST02325,31.8,Medium,1538.49,0.0,0,2025
POL029088,CUST03979,26.4,Medium,,0.0,0,2025
POL029089,CUST00603,4.1,Low,1256.36,0.0,0,2025
POL029090,CUST04494,39.3,Medium,1812.86,507.6,1,2025
POL029091,CUST02386,19.8,Low,1417.81,0.0,0,2025
POL029092,CUST03372,12.4,Low,1362.21,0.0,0,2025
POL029093,CUST04009,21.5,Low,1515.56,0.0,0,2025
POL029094,CUST01121,,High,2281.93,0.0,0,2025
POL029095,CUST00884,49.5,Medium,2044.71,0.0,0,2025
POL029096,CUST03328,36.5,Medium,1479.32,0.0,0,2025
POL029097,CUST00844,32.4,Medium,1927.73,9046.86,1,2025
POL029098,CUST01348,23.0,Low,1696.76,0.0,0,2025
POL029099,CUST00178,11.0,Low,943.59,225.89,3,2025
POL029100,CUST02923,50.3,High,1876.96,7178.89,2,2025
POL029101,CUST02763,13.1,Low,1259.8,0.0,0,2025
POL029102,CUST03300,0.0,Low,1111.65,200.0,1,2025
POL029103,CUST02615,19.1,Low,1093.43,15554.53,2,2025
POL029104,CUST00289,20.0,Low,1496.87,0.0,0,2025
POL029105,CUST04572,31.3,Medium,1948.8,0.0,0,2025
POL029106,CUST03752,7.4,Low,1144.74,0.0,0,2025
POL029107,CUST04356,19.4,Low,1273.34,0.0,0,2025
POL029108,CUST03276,18.2,Low,1510.79,0.0,0,2025
POL029109,CUST00302,12.1,Low,1050.38,4372.19,1,2025
POL029110,CUST03925,33.1,Medium,1662.86,0.0,0,2025
POL029111,CUST00630,1.3,Low,957.57,0.0,0,2025
POL029112,CUST00069,31.9,Medium,1499.9,1699.14,1,2025
POL029113,CUST00252,58.6,High,2074.85,0.0,0,2025
POL029114,CUST01221,32.8,Medium,1647.37,200.0,1,2025
POL029115,CUST01744,15.7,Low,1494.54,0.0,0,2025
POL029116,CUST02274,10.6,Low,1121.73,0.0,0,2025
POL029117,CUST02174,3.5,Low,1103.43,1363.95,1,2025
POL029118,CUST03392,1.8,Low,1074.51,0.0,0,2025
POL029119,CUST00150,5.8,Low,1170.16,3784.15,1,2025
POL029120,CUST03424,36.4,Medium,1581.53,0.0,0,2025
POL029121,CUST02529,24.9,Low,1741.98,0.0,0,2025
POL029122,CUST03683,7.6,Low,,0.0,0,2025
POL029123,CUST01092,13.6,Low,1649.39,200.0,1,2025
POL029124,CUST03024,34.9,Medium,1466.98,0.0,0,2025
POL029125,CUST04554,29.0,Medium,1273.95,0.0,0,2025
POL029126,CUST00877,39.3,Medium,1288.59,2617.21,1,2025
POL029127,CUST02987,5.4,Low,1533.2,0.0,0,2025
POL029128,CUST04428,9.9,Low,1029.42,0.0,0,2025
POL029129,CUST04285,3.2,Low,1311.09,0.0,0,2025
POL029130,CUST03323,21.1,Low,1977.28,0.0,0,2025
POL029131,CUST01359,24.9,Low,1352.28,0.0,0,2025
POL029132,CUST02147,25.4,Medium,1372.72,0.0,0,2025
POL029133,CUST04784,,High,2195.42,4746.28,1,2025
POL029134,CUST00752,46.8,Medium,1899.98,0.0,0,2025
POL029135,CUST00473,,Low,1446.66,4480.84,1,2025
POL029136,CUST02757,39.2,Medium,1707.06,0.0,0,2025
POL029137,CUST04725,61.9,High,2062.74,0.0,0,2025
POL029138,CUST04981,33.9,Medium,,0.0,0,2025
POL029139,CUST02473,9.5,Low,1000.1,0.0,0,2025
POL029140,CUST00206,49.6,Medium,1835.82,0.0,0,2025
POL029141,CUST03790,18.3,Low,1399.99,0.0,0,2025
POL029142,CUST01578,24.0,Low,1381.66,0.0,0,2025
POL029143,CUST04294,16.2,Low,,0.0,0,2025
POL029144,CUST04155,25.1,Medium,1780.92,0.0,0,2025
POL029145,CUST04057,29.9,Medium,1500.55,0.0,0,2025
POL029146,CUST01969,50.2,High,2062.61,0.0,0,2025
POL029147,CUST04996,26.9,Medium,1458.42,0.0,0,2025
POL029148,CUST01223,7.5,Low,699.11,0.0,0,2025
POL029149,CUST00249,20.3,Low,1287.01,3894.88,1,2025
POL029150,CUST04870,23.7,Low,1573.91,1970.3,2,2025
POL029151,CUST03512,7.1,Low,1375.81,0.0,0,2025
POL029152,CUST03386,22.9,Low,1421.37,454.73,1,2025
POL029153,CUST04573,41.3,Medium,,2307.72,1,2025
POL029154,CUST04736,19.6,Low,1150.99,0.0,0,2025
POL029155,CUST03164,40.8,Medium,1644.47,0.0,0,2025
POL029156,CUST00083,4.3,Low,1158.53,0.0,0,2025
POL029157,CUST04206,,Low,1660.7,0.0,0,2025
POL029158,CUST03071,45.8,Medium,1909.73,3060.7,1,2025
POL029159,CUST03101,28.6,Medium,1567.46,0.0,0,2025
POL029160,CUST01321,15.3,Low,1194.05,0.0,0,2025
POL029161,CUST04610,17.1,Low,1410.91,0.0,0,2025
POL029162,CUST01153,44.9,Medium,1712.89,0.0,0,2025
POL029163,CUST04316,35.5,Medium,1735.84,0.0,0,2025
POL029164,CUST01048,37.0,Medium,1830.22,0.0,0,2025
POL029165,CUST01136,34.6,Medium,1811.99,0.0,0,2025
POL029166,CUST02397,32.1,Medium,1475.43,0.0,0,2025
POL029167,CUST01506,2.4,Low,949.69,0.0,0,2025
POL029168,CUST00630,6.8,Low,1076.04,0.0,0,2025
POL029169,CUST02598,6.1,Low,1253.19,0.0,0,2025
POL029170,CUST01989,9.1,Low,1541.27,0.0,0,2025
POL029171,CUST00734,17.9,Low,1581.0,0.0,0,2025
POL029172,CUST01155,21.8,Low,1425.84,0.0,0,2025
POL029173,CUST02205,8.6,Low,1155.41,3146.91,1,2025
POL029174,CUST04702,8.8,Low,1226.1,0.0,0,2025
POL029175,CUST00861,0.0,Low,1073.01,0.0,0,2025
POL029176,CUST02904,2.6,Low,1009.25,0.0,0,2025
POL029177,CUST04085,0.5,Low,,0.0,0,2025
POL029178,CUST01175,48.3,Medium,1608.56,0.0,0,2025
POL029179,CUST04272,6.5,Low,1382.82,0.0,0,2025
POL029180,CUST00634,4.2,Low,1412.68,0.0,0,2025
POL029181,CUST01717,11.5,Low,1297.84,0.0,0,2025
POL029182,CUST03761,,Medium,2079.19,0.0,0,2025
POL029183,CUST01905,7.8,Low,983.56,0.0,0,2025
POL029184,CUST04770,12.2,Low,,2982.67,2,2025
POL029185,CUST01624,1.1,Low,738.06,3316.68,3,2025
POL029186,CUST00153,29.1,Medium,1727.0,0.0,0,2025
POL029187,CUST02302,19.4,Low,1298.63,0.0,0,2025
POL029188,CUST03654,38.4,Medium,1715.92,0.0,0,2025
POL029189,CUST00681,24.7,Low,1566.02,11164.81,1,2025
POL029190,CUST01534,17.4,Low,1350.38,0.0,0,2025
POL029191,CUST03002,5.4,Low,791.12,0.0,0,2025
POL029192,CUST03168,32.3,Medium,1735.21,0.0,0,2025
POL029193,CUST02412,15.0,Low,1192.11,0.0,0,2025
POL029194,CUST00205,39.2,Medium,1850.56,7092.65,1,2025
POL029195,CUST03466,20.5,Low,1598.49,0.0,0,2025
POL029196,CUST04868,11.2,Low,1269.0,0.0,0,2025
POL029197,CUST00920,1.0,Low,849.41,0.0,0,2025
POL029198,CUST03814,2.4,Low,1583.28,0.0,0,2025
POL029199,CUST04325,0.0,Low,1344.06,0.0,0,2025
POL029200,CUST03671,22.9,Low,1481.39,0.0,0,2025
POL029201,CUST03531,45.0,Medium,1842.24,770.0,1,2025
POL029202,CUST02568,32.9,Medium,1449.1,5917.29,1,2025
POL029203,CUST04230,8.7,Low,1299.68,0.0,0,2025
POL029204,CUST04193,16.8,Low,1574.68,0.0,0,2025
POL029205,CUST01847,29.0,Medium,1562.24,0.0,0,2025
POL029206,CUST00384,37.3,Medium,1868.72,0.0,0,2025
POL029207,CUST03530,29.7,Medium,,0.0,0,2025
POL029208,CUST00435,0.5,Low,1220.86,9389.32,1,2025
POL029209,CUST03028,3.0,Low,972.19,11845.82,1,2025
POL029210,CUST01052,27.0,Medium,1606.19,717.19,1,2025
POL029211,CUST02520,33.4,Medium,1691.0,566.99,3,2025
POL029212,CUST04902,9.0,Low,1591.27,0.0,0,2025
POL029213,CUST01481,13.4,Low,1595.96,0.0,0,2025
POL029214,CUST04918,36.3,Medium,1780.81,1898.23,2,2025
POL029215,CUST03550,3.2,Low,1380.52,0.0,0,2025
POL029216,CUST01333,21.5,Low,1335.93,0.0,0,2025
POL029217,CUST00676,12.1,Low,1186.15,0.0,0,2025
POL029218,CUST04798,32.6,Medium,1838.65,0.0,0,2025
POL029219,CUST01780,53.9,High,2022.66,0.0,0,2025
POL029220,CUST03803,43.0,Medium,1573.52,0.0,0,2025
POL029221,CUST03059,31.1,Medium,1715.36,0.0,0,2025
POL029222,CUST04487,1.4,Low,837.31,0.0,0,2025
POL029223,CUST01457,16.3,Low,1613.24,0.0,0,2025
POL029224,CUST04448,16.9,Low,1480.86,0.0,0,2025
POL029225,CUST01875,23.7,Low,1566.61,0.0,0,2025
POL029226,CUST01050,29.4,Medium,1614.56,0.0,0,2025
POL029227,CUST04736,23.0,Low,1400.92,0.0,0,2025
POL029228,CUST04715,15.5,Low,1341.47,0.0,0,2025
POL029229,CUST00171,5.5,Low,924.59,0.0,0,2025
POL029230,CUST01091,27.5,Medium,1551.99,0.0,0,2025
POL029231,CUST01172,6.9,Low,1269.29,0.0,0,2025
POL029232,CUST02587,25.1,Medium,1311.9,0.0,0,2025
POL029233,CUST01716,39.4,Medium,2006.63,0.0,0,2025
POL029234,CUST01293,9.0,Low,1321.63,7698.66,2,2025
POL029235,CUST02367,35.5,Medium,1727.03,3265.44,2,2025
POL029236,CUST00161,0.0,Low,1151.41,0.0,0,2025
POL029237,CUST00575,9.6,Low,1130.68,0.0,0,2025
POL029238,CUST00171,2.5,Low,992.55,0.0,0,2025
POL029239,CUST03224,6.2,Low,1109.75,0.0,0,2025
POL029240,CUST00453,24.6,Low,1581.12,0.0,0,2025
POL029241,CUST04843,47.6,Medium,1912.91,0.0,0,2025
POL029242,CUST01151,66.5,High,2320.15,0.0,0,2025
POL029243,CUST04414,2.0,Low,1034.24,0.0,0,2025
POL029244,CUST03299,22.9,Low,1671.46,0.0,0,2025
POL029245,CUST04596,32.9,Medium,1526.06,0.0,0,2025
POL029246,CUST02547,,Low,1602.58,0.0,0,2025
POL029247,CUST00445,16.2,Low,1402.05,0.0,0,2025
POL029248,CUST01985,42.0,Medium,,0.0,0,2025
POL029249,CUST01679,18.3,Low,1528.24,0.0,0,2025
POL029250,CUST01924,30.7,Medium,1489.38,5839.85,2,2025
POL029251,CUST03118,36.2,Medium,1799.01,0.0,0,2025
POL029252,CUST03300,,Low,1335.76,1044.07,3,2025
POL029253,CUST00904,44.4,Medium,1693.54,0.0,0,2025
POL029254,CUST02161,21.8,Low,1604.91,0.0,0,2025
POL029255,CUST03098,0.0,Low,1113.66,0.0,0,2025
POL029256,CUST04964,20.6,Low,1478.81,0.0,0,2025
